"Name","SubName","Region","Service","Subnets"
"ActionGroup",,"","ActionGroup","13.66.60.119/32"
"ActionGroup",,"","ActionGroup","13.66.143.220/30"
"ActionGroup",,"","ActionGroup","13.66.202.14/32"
"ActionGroup",,"","ActionGroup","13.66.248.225/32"
"ActionGroup",,"","ActionGroup","13.66.249.211/32"
"ActionGroup",,"","ActionGroup","13.67.10.124/30"
"ActionGroup",,"","ActionGroup","13.69.109.132/30"
"ActionGroup",,"","ActionGroup","13.71.199.112/30"
"ActionGroup",,"","ActionGroup","13.77.53.216/30"
"ActionGroup",,"","ActionGroup","13.77.172.102/32"
"ActionGroup",,"","ActionGroup","13.77.183.209/32"
"ActionGroup",,"","ActionGroup","13.78.109.156/30"
"ActionGroup",,"","ActionGroup","13.84.49.247/32"
"ActionGroup",,"","ActionGroup","13.84.51.172/32"
"ActionGroup",,"","ActionGroup","13.84.52.58/32"
"ActionGroup",,"","ActionGroup","13.86.221.220/30"
"ActionGroup",,"","ActionGroup","13.106.38.142/32"
"ActionGroup",,"","ActionGroup","13.106.38.148/32"
"ActionGroup",,"","ActionGroup","13.106.54.3/32"
"ActionGroup",,"","ActionGroup","13.106.54.19/32"
"ActionGroup",,"","ActionGroup","13.106.57.181/32"
"ActionGroup",,"","ActionGroup","13.106.57.196/31"
"ActionGroup",,"","ActionGroup","20.38.149.132/30"
"ActionGroup",,"","ActionGroup","20.42.64.36/30"
"ActionGroup",,"","ActionGroup","20.43.121.124/30"
"ActionGroup",,"","ActionGroup","20.44.17.220/30"
"ActionGroup",,"","ActionGroup","20.45.123.236/30"
"ActionGroup",,"","ActionGroup","20.72.27.152/30"
"ActionGroup",,"","ActionGroup","20.150.172.228/30"
"ActionGroup",,"","ActionGroup","20.192.238.124/30"
"ActionGroup",,"","ActionGroup","20.193.202.4/30"
"ActionGroup",,"","ActionGroup","40.68.195.137/32"
"ActionGroup",,"","ActionGroup","40.68.201.58/32"
"ActionGroup",,"","ActionGroup","40.68.201.65/32"
"ActionGroup",,"","ActionGroup","40.68.201.206/32"
"ActionGroup",,"","ActionGroup","40.68.201.211/32"
"ActionGroup",,"","ActionGroup","40.68.204.18/32"
"ActionGroup",,"","ActionGroup","40.115.37.106/32"
"ActionGroup",,"","ActionGroup","40.121.219.215/32"
"ActionGroup",,"","ActionGroup","40.121.221.62/32"
"ActionGroup",,"","ActionGroup","40.121.222.201/32"
"ActionGroup",,"","ActionGroup","40.121.223.186/32"
"ActionGroup",,"","ActionGroup","51.12.101.172/30"
"ActionGroup",,"","ActionGroup","51.12.204.244/30"
"ActionGroup",,"","ActionGroup","51.104.9.100/30"
"ActionGroup",,"","ActionGroup","52.183.20.244/32"
"ActionGroup",,"","ActionGroup","52.183.31.0/32"
"ActionGroup",,"","ActionGroup","52.183.94.59/32"
"ActionGroup",,"","ActionGroup","52.184.145.166/32"
"ActionGroup",,"","ActionGroup","191.233.50.4/30"
"ActionGroup",,"","ActionGroup","191.233.207.64/26"
"ActionGroup",,"","ActionGroup","2603:1000:4:402::178/125"
"ActionGroup",,"","ActionGroup","2603:1000:104:402::178/125"
"ActionGroup",,"","ActionGroup","2603:1010:6:402::178/125"
"ActionGroup",,"","ActionGroup","2603:1010:101:402::178/125"
"ActionGroup",,"","ActionGroup","2603:1010:304:402::178/125"
"ActionGroup",,"","ActionGroup","2603:1010:404:402::178/125"
"ActionGroup",,"","ActionGroup","2603:1020:5:402::178/125"
"ActionGroup",,"","ActionGroup","2603:1020:206:402::178/125"
"ActionGroup",,"","ActionGroup","2603:1020:305:402::178/125"
"ActionGroup",,"","ActionGroup","2603:1020:405:402::178/125"
"ActionGroup",,"","ActionGroup","2603:1020:605:402::178/125"
"ActionGroup",,"","ActionGroup","2603:1020:705:402::178/125"
"ActionGroup",,"","ActionGroup","2603:1020:805:402::178/125"
"ActionGroup",,"","ActionGroup","2603:1020:905:402::178/125"
"ActionGroup",,"","ActionGroup","2603:1020:a04:402::178/125"
"ActionGroup",,"","ActionGroup","2603:1020:b04:402::178/125"
"ActionGroup",,"","ActionGroup","2603:1020:c04:402::178/125"
"ActionGroup",,"","ActionGroup","2603:1020:d04:402::178/125"
"ActionGroup",,"","ActionGroup","2603:1020:e04:402::178/125"
"ActionGroup",,"","ActionGroup","2603:1020:f04:402::178/125"
"ActionGroup",,"","ActionGroup","2603:1020:1004:800::f8/125"
"ActionGroup",,"","ActionGroup","2603:1020:1104:400::178/125"
"ActionGroup",,"","ActionGroup","2603:1030:f:400::978/125"
"ActionGroup",,"","ActionGroup","2603:1030:10:402::178/125"
"ActionGroup",,"","ActionGroup","2603:1030:104:402::178/125"
"ActionGroup",,"","ActionGroup","2603:1030:107:400::f0/125"
"ActionGroup",,"","ActionGroup","2603:1030:210:402::178/125"
"ActionGroup",,"","ActionGroup","2603:1030:40b:400::978/125"
"ActionGroup",,"","ActionGroup","2603:1030:40c:402::178/125"
"ActionGroup",,"","ActionGroup","2603:1030:504:802::f8/125"
"ActionGroup",,"","ActionGroup","2603:1030:608:402::178/125"
"ActionGroup",,"","ActionGroup","2603:1030:807:402::178/125"
"ActionGroup",,"","ActionGroup","2603:1030:a07:402::8f8/125"
"ActionGroup",,"","ActionGroup","2603:1030:b04:402::178/125"
"ActionGroup",,"","ActionGroup","2603:1030:c06:400::978/125"
"ActionGroup",,"","ActionGroup","2603:1030:f05:402::178/125"
"ActionGroup",,"","ActionGroup","2603:1030:1005:402::178/125"
"ActionGroup",,"","ActionGroup","2603:1040:5:402::178/125"
"ActionGroup",,"","ActionGroup","2603:1040:207:402::178/125"
"ActionGroup",,"","ActionGroup","2603:1040:407:402::178/125"
"ActionGroup",,"","ActionGroup","2603:1040:606:402::178/125"
"ActionGroup",,"","ActionGroup","2603:1040:806:402::178/125"
"ActionGroup",,"","ActionGroup","2603:1040:904:402::178/125"
"ActionGroup",,"","ActionGroup","2603:1040:a06:402::178/125"
"ActionGroup",,"","ActionGroup","2603:1040:b04:402::178/125"
"ActionGroup",,"","ActionGroup","2603:1040:c06:402::178/125"
"ActionGroup",,"","ActionGroup","2603:1040:d04:800::f8/125"
"ActionGroup",,"","ActionGroup","2603:1040:f05:402::178/125"
"ActionGroup",,"","ActionGroup","2603:1040:1104:400::178/125"
"ActionGroup",,"","ActionGroup","2603:1050:6:402::178/125"
"ActionGroup",,"","ActionGroup","2603:1050:403:400::1f8/125"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","13.86.97.224/27"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","13.86.98.0/27"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","13.86.98.48/28"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","13.86.98.64/28"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","20.37.156.64/27"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","20.37.192.80/29"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","20.38.80.80/28"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","20.40.104.96/27"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","20.40.104.128/27"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","20.40.124.176/28"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","20.40.124.240/28"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","20.40.125.80/28"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","20.40.129.32/27"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","20.40.129.64/26"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","20.40.129.128/27"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","20.42.4.64/27"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","20.42.35.32/28"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","20.42.35.64/26"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","20.42.35.128/28"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","20.42.129.32/27"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","20.43.40.80/28"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","20.43.64.80/29"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","20.43.128.96/29"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","20.45.5.160/27"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","20.45.5.192/26"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","20.189.106.64/29"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","23.100.224.16/28"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","23.100.224.32/27"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","23.100.224.64/26"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","23.100.225.0/28"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","40.74.24.80/28"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","40.80.186.128/26"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","40.91.82.48/28"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","40.91.82.64/26"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","40.91.82.128/28"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","40.119.8.96/27"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","51.104.24.80/29"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","51.105.9.128/27"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","51.105.9.160/28"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","51.137.160.80/29"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","51.144.56.96/27"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","51.144.56.128/26"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","52.139.250.96/27"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","52.139.250.128/27"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","52.140.232.160/27"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","52.140.232.192/28"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","52.158.28.64/26"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","52.229.216.48/28"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","52.229.216.64/27"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","191.233.26.64/28"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","191.233.26.128/28"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","191.233.26.176/28"
"ApplicationInsightsAvailability",,"","ApplicationInsightsAvailability","191.235.224.80/29"
"AzureActiveDirectory",,"","AzureAD","13.64.151.161/32"
"AzureActiveDirectory",,"","AzureAD","13.66.141.64/27"
"AzureActiveDirectory",,"","AzureAD","13.67.9.224/27"
"AzureActiveDirectory",,"","AzureAD","13.69.66.160/27"
"AzureActiveDirectory",,"","AzureAD","13.69.229.96/27"
"AzureActiveDirectory",,"","AzureAD","13.70.73.32/27"
"AzureActiveDirectory",,"","AzureAD","13.71.172.160/27"
"AzureActiveDirectory",,"","AzureAD","13.71.195.224/27"
"AzureActiveDirectory",,"","AzureAD","13.71.201.64/26"
"AzureActiveDirectory",,"","AzureAD","13.73.240.32/27"
"AzureActiveDirectory",,"","AzureAD","13.74.104.0/26"
"AzureActiveDirectory",,"","AzureAD","13.74.249.156/32"
"AzureActiveDirectory",,"","AzureAD","13.75.38.32/27"
"AzureActiveDirectory",,"","AzureAD","13.75.105.168/32"
"AzureActiveDirectory",,"","AzureAD","13.77.52.160/27"
"AzureActiveDirectory",,"","AzureAD","13.78.108.192/27"
"AzureActiveDirectory",,"","AzureAD","13.78.172.246/32"
"AzureActiveDirectory",,"","AzureAD","13.79.37.247/32"
"AzureActiveDirectory",,"","AzureAD","13.86.219.0/27"
"AzureActiveDirectory",,"","AzureAD","13.87.16.0/26"
"AzureActiveDirectory",,"","AzureAD","13.87.57.160/27"
"AzureActiveDirectory",,"","AzureAD","13.87.123.160/27"
"AzureActiveDirectory",,"","AzureAD","13.89.174.0/27"
"AzureActiveDirectory",,"","AzureAD","20.36.107.192/27"
"AzureActiveDirectory",,"","AzureAD","20.36.115.64/27"
"AzureActiveDirectory",,"","AzureAD","20.37.75.96/27"
"AzureActiveDirectory",,"","AzureAD","20.40.228.64/28"
"AzureActiveDirectory",,"","AzureAD","20.43.120.32/27"
"AzureActiveDirectory",,"","AzureAD","20.44.3.160/27"
"AzureActiveDirectory",,"","AzureAD","20.44.16.32/27"
"AzureActiveDirectory",,"","AzureAD","20.46.10.64/27"
"AzureActiveDirectory",,"","AzureAD","20.51.9.80/28"
"AzureActiveDirectory",,"","AzureAD","20.51.16.128/27"
"AzureActiveDirectory",,"","AzureAD","20.61.98.160/27"
"AzureActiveDirectory",,"","AzureAD","20.61.99.128/28"
"AzureActiveDirectory",,"","AzureAD","20.62.58.80/28"
"AzureActiveDirectory",,"","AzureAD","20.62.129.0/27"
"AzureActiveDirectory",,"","AzureAD","20.62.129.240/28"
"AzureActiveDirectory",,"","AzureAD","20.65.132.96/28"
"AzureActiveDirectory",,"","AzureAD","20.66.2.32/27"
"AzureActiveDirectory",,"","AzureAD","20.66.3.16/28"
"AzureActiveDirectory",,"","AzureAD","20.187.197.32/27"
"AzureActiveDirectory",,"","AzureAD","20.187.197.240/28"
"AzureActiveDirectory",,"","AzureAD","20.190.128.0/18"
"AzureActiveDirectory",,"","AzureAD","20.194.73.0/28"
"AzureActiveDirectory",,"","AzureAD","20.195.56.102/32"
"AzureActiveDirectory",,"","AzureAD","20.195.57.118/32"
"AzureActiveDirectory",,"","AzureAD","20.195.64.192/27"
"AzureActiveDirectory",,"","AzureAD","20.195.64.240/28"
"AzureActiveDirectory",,"","AzureAD","23.101.0.70/32"
"AzureActiveDirectory",,"","AzureAD","23.101.6.190/32"
"AzureActiveDirectory",,"","AzureAD","40.68.160.142/32"
"AzureActiveDirectory",,"","AzureAD","40.69.107.160/27"
"AzureActiveDirectory",,"","AzureAD","40.71.13.0/27"
"AzureActiveDirectory",,"","AzureAD","40.74.101.64/27"
"AzureActiveDirectory",,"","AzureAD","40.74.146.192/27"
"AzureActiveDirectory",,"","AzureAD","40.78.195.160/27"
"AzureActiveDirectory",,"","AzureAD","40.78.203.64/27"
"AzureActiveDirectory",,"","AzureAD","40.79.131.128/27"
"AzureActiveDirectory",,"","AzureAD","40.79.179.128/27"
"AzureActiveDirectory",,"","AzureAD","40.83.144.56/32"
"AzureActiveDirectory",,"","AzureAD","40.126.0.0/18"
"AzureActiveDirectory",,"","AzureAD","51.140.148.192/27"
"AzureActiveDirectory",,"","AzureAD","51.140.208.0/26"
"AzureActiveDirectory",,"","AzureAD","51.140.211.192/27"
"AzureActiveDirectory",,"","AzureAD","52.138.65.157/32"
"AzureActiveDirectory",,"","AzureAD","52.138.68.41/32"
"AzureActiveDirectory",,"","AzureAD","52.146.132.96/27"
"AzureActiveDirectory",,"","AzureAD","52.146.133.80/28"
"AzureActiveDirectory",,"","AzureAD","52.150.157.0/27"
"AzureActiveDirectory",,"","AzureAD","52.159.175.31/32"
"AzureActiveDirectory",,"","AzureAD","52.161.13.71/32"
"AzureActiveDirectory",,"","AzureAD","52.161.13.95/32"
"AzureActiveDirectory",,"","AzureAD","52.161.110.169/32"
"AzureActiveDirectory",,"","AzureAD","52.162.110.96/27"
"AzureActiveDirectory",,"","AzureAD","52.169.125.119/32"
"AzureActiveDirectory",,"","AzureAD","52.169.218.0/32"
"AzureActiveDirectory",,"","AzureAD","52.174.189.149/32"
"AzureActiveDirectory",,"","AzureAD","52.175.18.134/32"
"AzureActiveDirectory",,"","AzureAD","52.178.27.112/32"
"AzureActiveDirectory",,"","AzureAD","52.179.122.218/32"
"AzureActiveDirectory",,"","AzureAD","52.179.126.223/32"
"AzureActiveDirectory",,"","AzureAD","52.180.177.87/32"
"AzureActiveDirectory",,"","AzureAD","52.180.179.108/32"
"AzureActiveDirectory",,"","AzureAD","52.180.181.61/32"
"AzureActiveDirectory",,"","AzureAD","52.180.183.8/32"
"AzureActiveDirectory",,"","AzureAD","52.187.19.1/32"
"AzureActiveDirectory",,"","AzureAD","52.187.113.48/32"
"AzureActiveDirectory",,"","AzureAD","52.187.117.83/32"
"AzureActiveDirectory",,"","AzureAD","52.187.120.237/32"
"AzureActiveDirectory",,"","AzureAD","52.225.184.198/32"
"AzureActiveDirectory",,"","AzureAD","52.225.188.89/32"
"AzureActiveDirectory",,"","AzureAD","52.226.169.40/32"
"AzureActiveDirectory",,"","AzureAD","52.231.19.128/27"
"AzureActiveDirectory",,"","AzureAD","52.231.147.192/27"
"AzureActiveDirectory",,"","AzureAD","65.52.251.96/27"
"AzureActiveDirectory",,"","AzureAD","104.40.84.19/32"
"AzureActiveDirectory",,"","AzureAD","104.40.87.209/32"
"AzureActiveDirectory",,"","AzureAD","104.40.156.18/32"
"AzureActiveDirectory",,"","AzureAD","104.40.168.0/26"
"AzureActiveDirectory",,"","AzureAD","104.41.159.212/32"
"AzureActiveDirectory",,"","AzureAD","104.45.138.161/32"
"AzureActiveDirectory",,"","AzureAD","104.46.178.128/27"
"AzureActiveDirectory",,"","AzureAD","104.211.147.160/27"
"AzureActiveDirectory",,"","AzureAD","191.233.204.160/27"
"AzureActiveDirectory",,"","AzureAD","2603:1006:2000::/48"
"AzureActiveDirectory",,"","AzureAD","2603:1007:200::/48"
"AzureActiveDirectory",,"","AzureAD","2603:1016:1400::/48"
"AzureActiveDirectory",,"","AzureAD","2603:1017::/48"
"AzureActiveDirectory",,"","AzureAD","2603:1026:3000::/48"
"AzureActiveDirectory",,"","AzureAD","2603:1027:1::/48"
"AzureActiveDirectory",,"","AzureAD","2603:1036:3000::/48"
"AzureActiveDirectory",,"","AzureAD","2603:1037:1::/48"
"AzureActiveDirectory",,"","AzureAD","2603:1046:2000::/48"
"AzureActiveDirectory",,"","AzureAD","2603:1047:1::/48"
"AzureActiveDirectory",,"","AzureAD","2603:1056:2000::/48"
"AzureActiveDirectory",,"","AzureAD","2603:1057:2::/48"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","13.72.105.31/32"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","13.72.105.76/32"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","13.93.176.195/32"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","13.93.176.215/32"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","20.36.120.112/29"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","20.37.64.112/29"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","20.37.156.192/29"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","20.37.195.8/29"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","20.37.224.112/29"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","20.38.84.96/29"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","20.38.136.112/29"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","20.39.11.16/29"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","20.41.4.96/29"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","20.41.65.128/29"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","20.41.192.112/29"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","20.42.4.192/29"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","20.42.129.176/29"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","20.42.224.112/29"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","20.43.41.144/29"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","20.43.65.136/29"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","20.43.130.88/29"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","20.45.112.112/29"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","20.45.192.112/29"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","20.72.16.24/29"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","20.150.160.112/29"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","20.184.13.55/32"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","20.184.14.129/32"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","20.189.106.120/29"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","20.192.160.24/29"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","20.192.225.16/29"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","40.65.107.78/32"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","40.65.111.206/32"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","40.67.48.112/29"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","40.74.30.96/29"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","40.80.56.112/29"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","40.80.168.112/29"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","40.80.188.16/29"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","40.82.253.64/29"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","40.85.133.119/32"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","40.85.133.178/32"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","40.87.44.77/32"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","40.87.45.222/32"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","40.89.16.112/29"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","40.119.9.224/29"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","51.12.46.232/29"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","51.12.198.192/29"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","51.104.25.144/29"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","51.105.80.112/29"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","51.105.88.112/29"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","51.107.48.112/29"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","51.107.144.112/29"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","51.120.40.112/29"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","51.120.224.112/29"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","51.137.161.128/29"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","51.143.183.3/32"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","51.143.183.52/32"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","51.143.192.112/29"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","52.136.48.112/29"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","52.140.104.112/29"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","52.150.139.64/29"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","52.170.0.116/32"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","52.170.1.228/32"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","52.170.249.197/32"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","52.174.66.179/32"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","52.174.66.180/32"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","52.225.176.98/32"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","52.225.181.34/32"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","52.225.183.206/32"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","52.228.81.128/29"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","104.42.25.10/32"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","104.42.29.8/32"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","168.63.46.233/32"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","168.63.46.241/32"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","191.233.8.24/29"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","191.235.225.136/29"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","2603:1000:4::140/123"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","2603:1000:104:1::140/123"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","2603:1010:6:1::140/123"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","2603:1010:101::140/123"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","2603:1010:304::140/123"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","2603:1010:404::140/123"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","2603:1020:5:1::140/123"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","2603:1020:206:1::140/123"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","2603:1020:305::140/123"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","2603:1020:405::140/123"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","2603:1020:605::140/123"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","2603:1020:705:1::140/123"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","2603:1020:805:1::140/123"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","2603:1020:905::140/123"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","2603:1020:a04:1::140/123"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","2603:1020:b04::140/123"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","2603:1020:c04:1::140/123"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","2603:1020:d04::140/123"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","2603:1020:e04:1::140/123"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","2603:1020:f04::140/123"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","2603:1020:1004::140/123"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","2603:1020:1104::140/123"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","2603:1030:f:1::140/123"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","2603:1030:10:1::140/123"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","2603:1030:104:1::140/123"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","2603:1030:107::140/123"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","2603:1030:210:1::140/123"
"AzureAdvancedThreatProtection",,"","AzureAdvancedThreatProtection","2603:1030:40b:1::140/123"
